Fecha;Santander;BBVA;CaixaBank;Sabadell;Unicaja;Bankinter
2022-08-10 00:00:00;2,312777042;3,855539322;2,421505213;0,55841279;0,741576254;4,216745377
2022-08-11 00:00:00;2,332238436;3,871914387;2,418294668;0,559753954;0,746980011;4,17691803
2022-08-12 00:00:00;2,358776093;3,911215305;2,443978548;0,568471253;0,758203506;4,210107327
2022-08-15 00:00:00;2,334007263;3,927589417;2,42230773;0,56277144;0,744485974;4,196831703
2022-08-16 00:00:00;2,352583647;3,976715565;2,463241339;0,571656406;0,75861913;4,241637707
2022-08-17 00:00:00;2,31896925;3,949696541;2,45200491;0,566627204;0,749058425;4,22006464
2022-08-18 00:00:00;2,318084478;3,977534533;2,43916297;0,564447939;0,753630996;4,18521595
2022-08-19 00:00:00;2,239798307;3,844076395;2,395018816;0,543492734;0,733262539;4,13709116
2022-08-22 00:00:00;2,208837271;3,726174831;2,359703302;0,539134026;0,714972556;4,059924126
2022-08-23 00:00:00;2,208837271;3,754421949;2,360506058;0,547013164;0,722454846;4,060753822
2022-08-24 00:00:00;2,188049316;3,720852852;2,365321875;0,543995559;0,722454846;4,049138069
2022-08-25 00:00:00;2,163280249;3,702021599;2,331611872;0,534943104;0,711647093;4,015948296
2022-08-26 00:00:00;2,129665613;3,645936489;2,311546326;0,540307462;0,702086449;4,005161762
2022-08-29 00:00:00;2,12878108;3,629970789;2,319572449;0,5498631;0,713309765;4,038351536
2022-08-30 00:00:00;2,165049791;3,673365116;2,361308813;0,567800701;0,713725507;4,17691803
2022-08-31 00:00:00;2,138069391;3,67745924;2,411071301;0,575847507;0,74531734;4,235000134
2022-09-01 00:00:00;2,105781794;3,631608248;2,375756025;0,561094999;0,710815787;4,144557953
2022-09-02 00:00:00;2,148242235;3,733953714;2,432741642;0,574506342;0,724117517;4,19517231
2022-09-05 00:00:00;2,118608475;3,659446478;2,417492151;0,56528604;0,707905948;4,153684616
2022-09-06 00:00:00;2,131877184;3,678277969;2,413478851;0,57467401;0,713309765;4,2034688
2022-09-07 00:00:00;2,109319687;3,676640511;2,427123547;0,568303645;0,71705097;4,190193176
2022-09-08 00:00:00;2,16770339;3,78676343;2,57881856;0,599987864;0,749058425;4,465667248
2022-09-09 00:00:00;2,242451906;3,972622156;2,671119928;0,624295712;0,778987527;4,638255119
2022-09-12 00:00:00;2,333564997;4,05777216;2,796328783;0,639886439;0,810579419;4,77267313
2022-09-13 00:00:00;2,277835608;4,001277924;2,740947962;0,618931293;0,795614839;4,706292629
